,Unnamed: 0,artistName,trackName,msPlayed,artist_genres,Track Play Count
1099,3247,The Killers,Mr. Brightside,23475,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",9.0
2080,7375,Playboi Carti,Die4Guy,98416,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",9.0
1545,5064,John Summit,Deep End - SIDEPIECE Remix,196666,"['edm', 'house', 'pop dance', 'uk dance']",9.0
3475,12161,Kodak Black,Roll in Peace (feat. XXXTENTACION),213132,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",9.0
2530,9217,Olivia Rodrigo,bad idea right?,162516,['pop'],9.0
1552,5093,Fred again..,Homies (feat. Henry Wu),76693,"['edm', 'house', 'stutter house']",9.0
1132,3447,Galantis,No Money,132650,"['dance pop', 'edm', 'pop', 'pop dance']",9.0
309,450,Lil Wayne,Hustler Musik,65256,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",9.0
146,164,Drake,Marvins Room,122771,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",9.0
64,70,Mac Miller,Knock Knock,118819,"['hip hop', 'pittsburgh rap', 'rap']",9.0
1848,6560,Lil Wayne,What About Me (feat. Sosamann),216961,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",9.0
1508,4971,Drinks On Me,Lights Go Down,151874,['bassline'],9.0
613,1097,Trippie Redd,The Grinch,91288,"['melodic rap', 'rap', 'trap']",9.0
2681,10136,Florence Beatrice Price,String Quartet No. 2 in A Minor: II. Andante cantabile (Arr. Colbert for String Ensemble),426889,"['african-american classical', 'american modern classical', 'american romanticism']",9.0
339,492,Wiz Khalifa,The Plan (feat. Juicy J),294026,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",9.0
1430,4657,Johann Sebastian Bach,"Violin Concerto in E Major, BWV 1042: II. Adagio",391773,"['baroque', 'classical', 'early music', 'german baroque']",9.0
2636,9868,Kendrick Lamar,Poetic Justice,300160,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",9.0
409,622,Pearl Jam,Even Flow,4586,"['alternative metal', 'alternative rock', 'classic rock', 'grunge', 'hard rock', 'permanent wave', 'rock']",9.0
2377,8424,Aaron May,Let Go,2345,[],9.0
943,2528,Rae Sremmurd,No Type,200080,"['melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'trap']",9.0
235,324,Kanye West,On God,109336,"['chicago rap', 'hip hop', 'rap']",9.0
4962,21597,Flume,The Difference,139662,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm', 'indietronica']",9.0
647,1165,Nicki Minaj,Moment 4 Life,7129,"['hip pop', 'pop', 'queens hip hop', 'rap']",9.0
938,2431,Oasis,Wonderwall,258906,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",9.0
4125,16297,Lil Yachty,Strike (Holster),148115,"['atl hip hop', 'melodic rap', 'rap', 'trap']",9.0
3497,12302,Kanye West,Blame Game,469866,"['chicago rap', 'hip hop', 'rap']",9.0
276,387,Galantis,Spaceship (feat. Uffie) - MOTi Remix,2565,"['dance pop', 'edm', 'pop', 'pop dance']",9.0
3721,13404,Mac DeMarco,Freaking Out the Neighborhood,4491,"['edmonton indie', 'lo-fi indie', 'pov: indie']",9.0
1383,4548,Luke Faulkner,Esja,138529,[],9.0
914,2292,Lil Baby,Commercial (feat. Lil Uzi Vert),196225,"['atl hip hop', 'atl trap', 'rap', 'trap']",9.0
685,1477,Jay Rock,Wow Freestyle (feat. Kendrick Lamar),175213,"['conscious hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",9.0
4685,19427,SOB X RBE,Paramedic!,216340,['cali rap'],9.0
1653,5576,John Summit,Where You Are,5150,"['edm', 'house', 'pop dance', 'uk dance']",9.0
1281,4095,Kanye West,Street Lights,6876,"['chicago rap', 'hip hop', 'rap']",9.0
3928,14823,J. Cole,G.O.M.D,301064,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",9.0
3064,11022,Kodak Black,No Flockin',165290,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",9.0
4613,18696,Olivia Rodrigo,get him back!,120565,['pop'],9.0
4130,16309,Brent Faiyaz,Best Time,2255,"['r&b', 'rap']",9.0
279,391,Estelle,American Boy,284733,"['neo soul', 'r&b']",9.0
1312,4273,Kanye West,POWER,292093,"['chicago rap', 'hip hop', 'rap']",9.0
838,2081,Kid Cudi,Maui Wowie,143466,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",9.0
414,633,Oliver Tree,Alien Boy,928,['alternative hip hop'],9.0
841,2095,Future,I'm so Groovy,104118,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",9.0
270,378,Mac Miller,100 Grandkids,278506,"['hip hop', 'pittsburgh rap', 'rap']",9.0
652,1182,Kid Cudi,"Solo Dolo, Pt. III",45231,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",9.0
657,1291,Mac Miller,Ladders,248189,"['hip hop', 'pittsburgh rap', 'rap']",9.0
4366,17843,Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",281613,"['glam rock', 'mellow gold', 'piano rock', 'rock']",9.0
600,1056,JAY-Z,Already Home,3088,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",9.0
387,592,Trippie Redd,Under Enemy Arms,1627,"['melodic rap', 'rap', 'trap']",9.0
2618,9536,Rushy,Pressure,28763,[],8.0
1558,5112,Chris Lake,In The Yuma (feat. Aatig),17760,"['bass house', 'edm', 'electro house', 'house', 'melbourne bounce', 'pop dance', 'progressive house', 'tech house']",8.0
240,329,Lil Wayne,Drop The World,229226,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",8.0
153,174,Kendrick Lamar,GOD.,248826,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",8.0
141,159,Kendrick Lamar,HUMBLE.,177000,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",8.0
1937,6940,John Newman,Love Me Again,239894,['dance pop'],8.0
413,630,Lil Uzi Vert,Prices,135394,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",8.0
3155,11212,YoungBoy Never Broke Again,TTG (feat. Kevin Gates),172138,"['baton rouge rap', 'rap']",8.0
138,155,Kendrick Lamar,ELEMENT.,208733,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",8.0
4062,15672,YoungBoy Never Broke Again,Bad Morning,229333,"['baton rouge rap', 'rap']",8.0
2476,8836,The Smiths,This Charming Man - 2011 Remaster,162920,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",8.0
272,380,A$AP Rocky,"Lost and Found Freestyle 2019 (with Tyler, The Creator & Nigo)",174862,"['east coast hip hop', 'hip hop', 'rap', 'trap']",8.0
1544,5063,Secondcity,I Wanna Feel,186066,"['house', 'uk dance', 'uk house']",8.0
314,458,Miguel,waves (feat. Travis Scott) - Remix,200839,"['r&b', 'urban contemporary']",8.0
1082,3064,Talking Heads,This Must Be the Place (Naive Melody) - 2005 Remaster,296146,"['alternative rock', 'art punk', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",8.0
1083,3096,Mac Miller,PA Nights,184675,"['hip hop', 'pittsburgh rap', 'rap']",8.0
1967,7059,Migos,Need It (feat. YoungBoy Never Broke Again),195680,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",8.0
2837,10593,Stacy Bridge,visions,138476,[],8.0
806,2014,Black Sabbath,Paranoid - 2012 - Remaster,168405,"['album rock', 'alternative metal', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal']",8.0
1561,5122,Roger Eno,Through The Blue - Piano Version,225494,"['ambient', 'fourth world']",8.0
3647,12955,Drake,First Person Shooter (feat. J. Cole),247444,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",8.0
1800,6308,Johann Sebastian Bach,"Flute Sonata in E Minor, BWV 1034: III. Andante (Arr. For Piano by Irene Cantos)",249000,"['baroque', 'classical', 'early music', 'german baroque']",8.0
605,1077,Miguel,Sky Walker (feat. Travis Scott),259333,"['r&b', 'urban contemporary']",8.0
842,2099,Drake,God's Plan,97165,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",8.0
4701,19681,Oasis,Champagne Supernova,450506,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",8.0
2704,10217,6ix9ine,GOTTI,166851,['emo rap'],8.0
4217,17152,YoungBoy Never Broke Again,Wat Chu Gone Do (feat. Peewee Longway),194864,"['baton rouge rap', 'rap']",8.0
202,275,Rihanna,Umbrella,2786,"['barbadian pop', 'pop', 'urban contemporary']",8.0
282,394,A$AP Rocky,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",260986,"['east coast hip hop', 'hip hop', 'rap', 'trap']",8.0
2435,8762,Coldplay,Magic,233130,"['permanent wave', 'pop']",8.0
227,316,Meek Mill,"That's My N**** (with Meek Mill, YG & Snoop Dogg)",2786,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",8.0
431,660,Chance the Rapper,All We Got (feat. Kanye West & Chicago Children's Choir),203794,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",8.0
4219,17156,YoungBoy Never Broke Again,No. 9,183921,"['baton rouge rap', 'rap']",8.0
4620,18707,Olivia Rodrigo,pretty isn’t pretty,199422,['pop'],8.0
2176,7802,alt-J,Breezeblocks,227080,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",8.0
1664,5673,Drake,On BS,3227,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",8.0
4438,18101,Eminem,Who Knew,227760,"['detroit hip hop', 'hip hop', 'rap']",8.0
608,1086,Phoenix,Chloroform,244813,"['alternative dance', 'indie rock', 'modern rock', 'neo-synthpop', 'new rave', 'rock independant francais', 'shimmer pop']",8.0
611,1092,Travis Scott,3500 (feat. Future & 2 Chainz),298097,"['hip hop', 'rap', 'slap house']",8.0
931,2392,Playboi Carti,NO. 9,7646,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",8.0
4318,17381,Silvius Leopold Weiss,Passacaglia,216853,"['baroque', 'german baroque']",8.0
1060,3014,Lil Uzi Vert,Venetia,188800,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",8.0
614,1100,"Tyler, The Creator",BEST INTEREST,127921,"['hip hop', 'rap']",8.0
137,154,Kendrick Lamar,YAH.,160293,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",8.0
1837,6545,Lil Wayne,Dope Niggaz (feat. Snoop Dogg),183946,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",8.0
1094,3217,Outkast,B.O.B. - Bombs Over Baghdad,304226,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",8.0
344,507,Isaiah Rashad,Headshots (4r da Locals),183280,"['hip hop', 'rap', 'tennessee hip hop', 'underground hip hop']",8.0
469,741,Kid Cudi,GHOST!,975,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",8.0
43,47,Rihanna,S&M,74605,"['barbadian pop', 'pop', 'urban contemporary']",8.0
716,1609,Drake,Rich Flex,239359,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",8.0
1908,6821,The Rolling Stones,"Paint It, Black",48274,"['album rock', 'british invasion', 'classic rock', 'rock']",8.0
714,1575,Billie Eilish,ocean eyes,44206,"['art pop', 'pop']",8.0
1988,7165,YoungBoy Never Broke Again,Slime Belief,192606,"['baton rouge rap', 'rap']",8.0
1206,3648,Calvin Harris,Bounce (feat. Kelis) - Radio Edit,50800,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",8.0
4207,17059,blink-182,First Date,171533,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",8.0
360,540,Outkast,She Lives in My Lap (feat. Rosario Dawson),267266,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",8.0
698,1524,YoungBoy Never Broke Again,Hot Now,128413,"['baton rouge rap', 'rap']",8.0
1888,6767,Kodak Black,Don't Wanna Breathe,196672,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",8.0
2242,7978,21 Savage,Glock In My Lap,44373,"['atl hip hop', 'hip hop', 'rap']",8.0
688,1482,YoungBoy Never Broke Again,Self Control,185865,"['baton rouge rap', 'rap']",8.0
4782,20201,A$AP Rocky,Brotha Man (feat. French Montana),216080,"['east coast hip hop', 'hip hop', 'rap', 'trap']",8.0
2299,8161,Slim Thug,3 Kings,290680,"['crunk', 'dirty south rap']",8.0
1377,4525,Eydís Evensen,Tranquillant,173373,[],8.0
3498,12308,Mac Miller,All Around the World,221232,"['hip hop', 'pittsburgh rap', 'rap']",8.0
1993,7177,Kanye West,Come to Life,238979,"['chicago rap', 'hip hop', 'rap']",8.0
670,1407,Gunna,DOLLAZ ON MY HEAD (feat. Young Thug),197760,"['atl hip hop', 'melodic rap', 'rap', 'trap']",8.0
3740,13526,The Kooks,Naive,203506,"['brighton indie', 'garage rock', 'modern rock', 'rock']",8.0
1280,4090,Migos,Need It,125101,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",8.0
2084,7474,Ninho,Eurostar (feat. Central Cee),9097,"['french hip hop', 'pop urbaine']",8.0
3840,14153,Michael Jackson,Thriller,357266,"['r&b', 'soul']",8.0
1358,4488,Frédéric Chopin,"Cello Sonata in G Minor, Op. 65: III. Largo",230720,"['classical', 'early romantic era', 'polish classical']",8.0
1355,4481,Yiruma,la fine,191000,"['korean instrumental', 'neo-classical', 'new age piano']",8.0
3503,12383,Kanye West,Hell Of A Life,327786,"['chicago rap', 'hip hop', 'rap']",8.0
2561,9384,Playboi Carti,R.I.P. Fredo (feat. Young Nudy) - Notice Me,161200,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",8.0
2265,8020,Devin The Dude,What a Job,332546,"['dirty south rap', 'houston rap']",8.0
1333,4368,Travis Scott,COFFEE BEAN,209115,"['hip hop', 'rap', 'slap house']",8.0
1165,3536,Drake,Take Care,200132,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",8.0
4012,15491,Young Thug,Family Don't Matter (feat. Millie Go Lightly),295266,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",8.0
4050,15632,JAY-Z,Oceans,237920,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",8.0
1117,3425,Juice WRLD,Empty,248431,"['chicago rap', 'melodic rap', 'rap']",8.0
755,1763,Drake,Over,233560,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",8.0
1151,3507,Kid Cudi,MANIAC,178240,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",8.0
2101,7599,Kanye West,All Falls Down,223506,"['chicago rap', 'hip hop', 'rap']",8.0
1986,7161,ScHoolboy Q,THat Part,166157,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",8.0
1154,3513,Drake,The Motto,122017,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",8.0
3481,12174,Kodak Black,Codeine Dreaming (feat. Lil Wayne),264531,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",8.0
2099,7578,Kanye West,Family Business,193962,"['chicago rap', 'hip hop', 'rap']",8.0
764,1824,Metro Boomin,10 Freaky Girls (with 21 Savage),208293,"['hip hop', 'rap']",8.0
4583,18519,Nirvana,Love Buzz,215203,"['grunge', 'permanent wave', 'rock']",8.0
460,727,"Tyler, The Creator",I THINK,212013,"['hip hop', 'rap']",8.0
393,604,Kendrick Lamar,Keisha's Song (Her Pain) (feat. Ashtro Bot),227291,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",8.0
1534,5047,Duskus,Let Go,126043,"['future bass', 'vapor twitch']",8.0
1535,5048,Sonny Fodera,Remember (feat. Stevie Appleton),199967,"['house', 'pop dance', 'uk dance']",8.0
1861,6661,Kanye West,Don't Like.1,51370,"['chicago rap', 'hip hop', 'rap']",8.0
909,2259,ScHoolboy Q,Hell Of A Night,272453,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",7.0
1257,3956,A$AP Ferg,"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",23929,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",7.0
1267,4029,Lil Uzi Vert,Just Wanna Rock,4841,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",7.0
1538,5053,FARR,Heal Me - Biscits Remix,177142,[],7.0
1378,4530,Toshio Masuda,Naruto: Alone Theme,98083,[],7.0
147,165,Pharrell Williams,Frontin' (feat. Jay-Z) - Club Mix,236506,"['dance pop', 'pop']",7.0
1384,4549,Eric Whitacre,Sing Gently,138190,"['21st century classical', 'american 21st century classical', 'choral', 'contemporary choir']",7.0
4798,20472,F.L.Y. (Fast Life Yungstaz),Swag Surfin',111061,"['atl hip hop', 'futuristic swag']",7.0
1659,5616,Skin On Skin,Burn Dem Bridges,175676,[],7.0
2843,10599,wovels tune,On Empty,123060,[],7.0
2844,10600,Astrocats,Andromeda,112974,[],7.0
951,2563,Outkast,"So Fresh, So Clean",209899,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",7.0
1536,5049,Franky Rizardo,Out The Fire (At The Hotel) - Radio Edit,214687,"['circuit', 'dutch tech house', 'house']",7.0
1271,4039,M.I.A.,Paper Planes,205200,"['escape room', 'indietronica', 'neo-synthpop', 'new rave']",7.0
1365,4504,Avicii,Waiting For Love,230613,"['dance pop', 'edm', 'pop', 'pop dance']",7.0
2216,7878,Travis Scott,DELRESTO (ECHOES) (feat. Beyoncé),136659,"['hip hop', 'rap', 'slap house']",7.0
4658,19250,Brent Faiyaz,ROLE MODEL,194009,"['r&b', 'rap']",7.0
2214,7876,Travis Scott,MELTDOWN (feat. Drake),246133,"['hip hop', 'rap', 'slap house']",7.0
4437,18100,Eminem,Stan,404106,"['detroit hip hop', 'hip hop', 'rap']",7.0
2537,9264,Rosa Walton,I Really Want to Stay at Your House,184234,[],7.0
1669,5699,Fred again..,Marea (we’ve lost dancing),3900,"['edm', 'house', 'stutter house']",7.0
4197,17028,Diplo,Wish (feat. Trippie Redd) - Trippie Mix,10431,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop dance']",7.0
98,112,Kanye West,Jesus Walks,193733,"['chicago rap', 'hip hop', 'rap']",7.0
1357,4487,Julie Cooper,VENUS in Sunlight Grey,214808,[],7.0
913,2290,XXXTENTACION,Hope,110886,"['emo rap', 'miami hip hop', 'rap']",7.0
2839,10595,Somebody's Son,Humble Thoughts,85655,[],7.0
527,864,Chief Keef,Hate Bein' Sober,229468,"['chicago bop', 'chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",7.0
2845,10601,Platinum Dust,Homecooking,126089,['lo-fi jazzhop'],7.0
571,992,Destroy Lonely,NEVEREVER,40582,['rage rap'],7.0
525,862,Wiz Khalifa,The Thrill,222960,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",7.0
1042,2982,Central Cee,Commitment Issues,4480,"['melodic drill', 'r&drill']",7.0
4925,21382,Chance the Rapper,Acid Rain,216312,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",7.0
2170,7795,Tame Impala,Borderline,237800,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",7.0
471,752,Kid Cudi,Up Up & Away,227346,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",7.0
46,50,Rihanna,What's My Name?,263173,"['barbadian pop', 'pop', 'urban contemporary']",7.0
1495,4945,Tchami,The Calling,6421,"['deep groove house', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive house']",7.0
37,40,Kanye West,All Of The Lights (Interlude),62253,"['chicago rap', 'hip hop', 'rap']",7.0
1160,3530,Tove Lo,Habits (Stay High),209160,"['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",7.0
4530,18318,Kings of Leon,Sex on Fire,203346,"['modern rock', 'rock']",7.0
1474,4865,Passion Pit,Take a Walk,133037,"['indie rock', 'indietronica', 'modern rock', 'neo-synthpop', 'shimmer pop']",7.0
512,837,A$AP Mob,"Way Hii (feat. A$AP Rocky, Wiz Khalifa, BJ The Chicago Kid & Buddy)",176040,"['hip hop', 'rap', 'southern hip hop', 'trap']",7.0
32,35,Lil Wayne,Lollipop,299333,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",7.0
1202,3643,Rihanna,SOS,53505,"['barbadian pop', 'pop', 'urban contemporary']",7.0
3963,15098,Trippie Redd,Hate Me (feat. YoungBoy Never Broke Again),144770,"['melodic rap', 'rap', 'trap']",7.0
1402,4607,Future,F&N,189427,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",7.0
509,834,Future,Trillionaire (feat. Youngboy Never Broke Again),167551,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",7.0
1439,4707,Electric Youth,A Real Hero,267693,"['popwave', 'synthwave']",7.0
4390,17915,Playboi Carti,On That Time,102421,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",7.0
2230,7946,21 Savage,Runnin,65057,"['atl hip hop', 'hip hop', 'rap']",7.0
1153,3512,Edward Maya,Stereo Love - Radio Edit,184000,"['romanian house', 'romanian pop']",7.0
982,2795,DaBaby,BLIND (feat. Young Thug),59155,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']",7.0
3671,13050,Red Hot Chili Peppers,Under the Bridge,142669,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",7.0
4847,20880,Kid Cudi,King Wizard,256240,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",7.0
