,artistName,trackName,msPlayed,artist_genres
18647,Nirvana,All Apologies,218838,"['grunge', 'permanent wave', 'rock']"
18648,Nirvana,All Apologies,14344,"['grunge', 'permanent wave', 'rock']"
18649,The Strokes,Reptilia,49496,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']"
18650,Nirvana,Love Buzz,5781,"['grunge', 'permanent wave', 'rock']"
18651,JAY-Z,Holy Grail,338413,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
18652,Kendrick Lamar,DUCKWORTH.,178633,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
18653,Kanye West,Through The Wire,221226,"['chicago rap', 'hip hop', 'rap']"
18654,Travis Scott,BUTTERFLY EFFECT,190557,"['hip hop', 'rap', 'slap house']"
18655,Ice Cube,It Was A Good Day,74320,"['conscious hip hop', 'g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
18656,Toivo Kuula,"6 Piano Pieces, Op. 26: No. 2, Pastoral Atmosphere",1480,['finnish classical']
18657,Wolfgang Amadeus Mozart,"Piano Sonata No. 12 in F Major, K. 332: II. Adagio",284000,"['classical', 'classical era']"
18658,Claude Debussy,"Rêverie, L. 68: Rêverie",257000,"['classical', 'impressionism', 'post-romantic era']"
18659,Erik Satie,"Mercure, Scene 1: La nuit",73826,"['classical', 'early avant garde', 'early modern classical', 'impressionism', 'post-romantic era']"
18660,Frédéric Chopin,"Cello Sonata in G Minor, Op. 65: III. Largo",230720,"['classical', 'early romantic era', 'polish classical']"
18661,Claude Debussy,"Suite bergamasque, L. 75: III. Clair de lune",294960,"['classical', 'impressionism', 'post-romantic era']"
18662,Silvius Leopold Weiss,Passacaglia,216853,"['baroque', 'german baroque']"
18663,Johann Sebastian Bach,"Flute Sonata in E Minor, BWV 1034: III. Andante (Arr. For Piano by Irene Cantos)",249000,"['baroque', 'classical', 'early music', 'german baroque']"
18664,Toivo Kuula,"6 Piano Pieces, Op. 26: No. 2, Pastoral Atmosphere",224480,['finnish classical']
18665,Komitas,"12 Pieces for Children: No. 6, My Darling and Marjan (Variation)",77093,"['armenian folk', 'caucasian classical', 'oriental classical']"
18666,Wolfgang Amadeus Mozart,"Clarinet Concerto in A Major, K. 622: II. Adagio",564287,"['classical', 'classical era']"
18667,Léo Delibes,Lakmé: Flower Duet (Arr. for Violin and Strings by Vivan & Ketan Bhatti),154359,"['classical', 'french opera', 'french romanticism', 'late romantic era']"
18668,Georges Bizet,"Chants du Rhin, WD 52: Les rêves",224333,"['classical', 'french opera', 'french romanticism', 'late romantic era']"
18669,Toshio Masuda,Naruto: Alone Theme,98083,[]
18670,Edvard Grieg,"Lyric Pieces, Book 5, Op. 54: Nocturne",220773,"['classical', 'late romantic era', 'norwegian classical']"
18671,GÅEL,Mid Air,147936,['ambient worship']
18672,Damjan Krajacic,Le Musicien,211578,['deep latin jazz']
18673,Max Richter,On the Nature of Daylight (Arr. Mackay),60724,"['compositional ambient', 'post-minimalism']"
18674,Hip Hop Instrumental Kings,Drake Feat. Lil Wayne - The Motto (Instrumental Version),16100,[]
18675,Alex Baranowski,Reflections,206620,[]
18676,Wolfgang Amadeus Mozart,"Clarinet Concerto in A Major, K. 622: II. Adagio",564287,"['classical', 'classical era']"
18677,Sigvaldi Kaldalóns,Ave María (Arr. Víkingur Ólafsson) - Upright Piano,216213,['icelandic classical']
18678,Johann Sebastian Bach,"Flute Sonata in E Minor, BWV 1034: III. Andante (Arr. For Piano by Irene Cantos)",249000,"['baroque', 'classical', 'early music', 'german baroque']"
18679,Jacob Mühlrad,In Retrospect,127786,['swedish contemporary classical']
18680,Claude Debussy,"Préludes / Book 2, L. 123: 5. Bruyères - Home Session",216061,"['classical', 'impressionism', 'post-romantic era']"
18681,Robert Schumann,"Abendlied, Op. 85 No. 12 (Arr. Grosvenor)",207046,"['early romantic era', 'german romanticism']"
18682,Tigran Hamasyan,Tsirani Tsar,349386,"['armenian folk', 'contemporary jazz', 'jazz piano', 'modern jazz piano']"
18683,Joseph Boulogne Chevalier de Saint-Georges,"Violin Concerto in A Major, Op. 7 No. 1: II. Adagio",318693,['classical era']
18684,George Walker,Lyric for Strings,322596,"['african-american classical', 'american modern classical']"
18685,Gabriel Fauré,"Berceuse, Op. 16",208680,"['classical', 'post-romantic era']"
18686,Gabríel Ólafs,Bambaló,161129,['background piano']
18687,Igor Stravinsky,L'Oiseau de feu (1911 Version): X. Khorovod (Ronde) des princesses,5738,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']"
18688,The Police,Roxanne,191946,"['album rock', 'classic rock', 'permanent wave', 'rock']"
18689,The Verve,Bitter Sweet Symphony - Remastered 2016,357266,"['britpop', 'permanent wave', 'rock', 'shoegaze']"
18690,The Rolling Stones,Sympathy For The Devil - 50th Anniversary Edition,3535,"['album rock', 'british invasion', 'classic rock', 'rock']"
18691,Radiohead,Creep,114176,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
18692,Olivia Rodrigo,vampire,219724,['pop']
18693,Olivia Rodrigo,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,9599,['pop']
18694,Olivia Rodrigo,bad idea right?,184783,['pop']
18695,Olivia Rodrigo,deja vu,215506,['pop']
18696,Olivia Rodrigo,get him back!,120565,['pop']
18697,Olivia Rodrigo,all-american bitch,165833,['pop']
18698,Olivia Rodrigo,bad idea right?,184783,['pop']
18699,Olivia Rodrigo,vampire,219724,['pop']
18700,Olivia Rodrigo,lacy,177212,['pop']
18701,Olivia Rodrigo,ballad of a homeschooled girl,203369,['pop']
18702,Olivia Rodrigo,making the bed,198866,['pop']
18703,Olivia Rodrigo,logical,231907,['pop']
18704,Olivia Rodrigo,get him back!,211141,['pop']
18705,Olivia Rodrigo,love is embarrassing,154516,['pop']
18706,Olivia Rodrigo,the grudge,189386,['pop']
18707,Olivia Rodrigo,pretty isn’t pretty,199422,['pop']
18708,Olivia Rodrigo,teenage dream,45105,['pop']
18709,Olivia Rodrigo,vampire,140318,['pop']
18710,Olivia Rodrigo,get him back!,211141,['pop']
18711,Olivia Rodrigo,deja vu,215506,['pop']
18712,Olivia Rodrigo,lacy,31248,['pop']
18713,Nirvana,Dumb,151893,"['grunge', 'permanent wave', 'rock']"
18714,The Smashing Pumpkins,1979 - Remastered 2012,208840,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock', 'spacegrunge']"
18715,Radiohead,Creep,238640,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
18716,Nirvana,Blew,174134,"['grunge', 'permanent wave', 'rock']"
18717,Radiohead,Street Spirit (Fade Out),253853,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
18718,blink-182,Adam's Song,249626,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']"
18719,Nirvana,The Man Who Sold The World - Live,190801,"['grunge', 'permanent wave', 'rock']"
18720,Radiohead,High and Dry,257480,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
18721,Pixies,All I Think About Now,49198,"['alternative rock', 'boston rock', 'permanent wave', 'rock']"
18722,Nirvana,Come As You Are,218920,"['grunge', 'permanent wave', 'rock']"
18723,Radiohead,Creep,53283,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
18724,Olivia Rodrigo,logical,231907,['pop']
18725,Olivia Rodrigo,love is embarrassing,2218,['pop']
18726,Olivia Rodrigo,get him back!,6386,['pop']
18727,Olivia Rodrigo,pretty isn’t pretty,145792,['pop']
18728,Olivia Rodrigo,teenage dream,212522,['pop']
18729,J. Cole,Neighbors,123391,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
18730,Jay Rock,Wow Freestyle (feat. Kendrick Lamar),175213,"['conscious hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
18731,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),121572,"['hip hop', 'rap']"
18732,Kanye West,Real Friends,108101,"['chicago rap', 'hip hop', 'rap']"
18733,Drake,Jimmy Cooks (feat. 21 Savage),91306,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
18734,Igor Stravinsky,L'Oiseau de feu (1911 Version): X. Khorovod (Ronde) des princesses,114719,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']"
18735,Wolfgang Amadeus Mozart,"Piano Sonata No. 12 in F Major, K. 332: II. Adagio",284000,"['classical', 'classical era']"
18736,Víkingur Ólafsson,…And at the Hour of Death,152933,"['classical piano', 'nordic classical piano']"
18737,Alexis Ffrench,When the Bells Ring,138795,['neo-classical']
18738,Ēriks Ešenvalds,O Salutaris Hostia,51711,"['baltic classical', 'choral']"
18739,Olivia Rodrigo,brutal,143746,['pop']
18740,Olivia Rodrigo,traitor,229226,['pop']
18741,Olivia Rodrigo,drivers license,242013,['pop']
18742,Olivia Rodrigo,"1 step forward, 3 steps back",163586,['pop']
18743,Olivia Rodrigo,deja vu,215506,['pop']
18744,Olivia Rodrigo,good 4 u,178146,['pop']
18745,Olivia Rodrigo,enough for you,125173,['pop']
18746,Drake,Jimmy Cooks (feat. 21 Savage),59977,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
18747,Olivia Rodrigo,enough for you,202826,['pop']
18748,Olivia Rodrigo,happier,175933,['pop']
18749,Olivia Rodrigo,"jealousy, jealousy",173160,['pop']
18750,Olivia Rodrigo,favorite crime,152666,['pop']
18751,Olivia Rodrigo,hope ur ok,209560,['pop']
18752,Harry Styles,As It Was,167303,['pop']
18753,Lana Del Rey,Radio,214586,"['art pop', 'pop']"
18754,Lorde,Ribs,234608,"['art pop', 'metropopolis', 'nz pop', 'pop']"
18755,Alex Baranowski,Reflections,233593,[]
18756,William Walton,Henry V: Henry V: Touch her soft lips and part,93840,"['british modern classical', 'early modern classical']"
18757,Johann Sebastian Bach,"Gottes Zeit ist die allerbeste Zeit, Sonatina az ""Actus tragicus""-ból, BWV 106",138880,"['baroque', 'classical', 'early music', 'german baroque']"
18758,Baal HaSulam,Melodies of the Upper Worlds (Arr. M. Ayrapetyan for Piano): XIII. To Proclaim in the Morning About Your Mercy,177226,[]
18759,Toshio Masuda,Naruto: Alone Theme,98083,[]
18760,Felix Mendelssohn,"String Quartet No. 4 in E Minor, Op. 44 No. 2: III. Andante",382333,"['classical', 'early romantic era', 'german romanticism']"
18761,Gabriel Fauré,"Après un rêve, Op. 7, No. 1",160226,"['classical', 'post-romantic era']"
18762,Johannes Brahms,"16 Waltzes, Op. 39: No. 15 In A Flat Major",94333,"['classical', 'german romanticism', 'late romantic era']"
18763,Johannes Brahms,"Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major",343004,"['classical', 'german romanticism', 'late romantic era']"
18764,Don Toliver,HAD ENOUGH (feat. Quavo & Offset),157133,"['pop rap', 'rap', 'trap']"
18765,Young Thug,Digits,47209,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']"
18766,Pinegrove,Need 2,191796,"['countrygaze', 'new jersey indie', 'small room']"
18767,A$AP Rocky,"Fine Whine (feat. Joe Fox, Future & M.I.A.)",218546,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
18768,Dayglow,Can I Call You Tonight?,106800,"['austindie', 'indie rock', 'pov: indie']"
18769,A$AP Rocky,L$D,200853,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
18770,Rihanna,Loveeeeeee Song,256320,"['barbadian pop', 'pop', 'urban contemporary']"
18771,A$AP Rocky,Jukebox Joints (feat. Joe Fox & Kanye West),323960,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
18772,Mac Miller,Love Lost,89013,"['hip hop', 'pittsburgh rap', 'rap']"
18773,Eminem,Stan,404106,"['detroit hip hop', 'hip hop', 'rap']"
18774,Kid Cudi,Day 'N' Nite (nightmare),63852,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']"
18775,Eminem,Without Me,290320,"['detroit hip hop', 'hip hop', 'rap']"
18776,MGMT,Electric Feel,153638,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']"
18777,Gucci Mane,Lemonade,32106,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
18778,Gucci Mane,Lemonade,640,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
18779,MGMT,Electric Feel,127680,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']"
18780,Kid Cudi,Cudi Zone,917,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']"
18781,Kanye West,Spaceship,324226,"['chicago rap', 'hip hop', 'rap']"
18782,Empire of the Sun,Walking On A Dream,131785,"['australian dance', 'australian electropop', 'dance rock', 'indietronica', 'neo-synthpop']"
18783,Lupe Fiasco,"Kick, Push",254466,"['chicago rap', 'conscious hip hop', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']"
18784,Kanye West,Through The Wire,11849,"['chicago rap', 'hip hop', 'rap']"
18785,Twista,Slow Jamz,275200,"['chicago rap', 'dirty south rap', 'gangster rap', 'trap']"
18786,Playboi Carti,Teen X (feat. Future),121216,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
18787,Playboi Carti,New N3on,26901,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
18788,Pixies,Debaser,832,"['alternative rock', 'boston rock', 'permanent wave', 'rock']"
18789,Nirvana,Come As You Are,218920,"['grunge', 'permanent wave', 'rock']"
18790,David Bowie,Starman - 2012 Remaster,155406,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']"
18791,Radiohead,Just,22592,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
18792,Nirvana,Heart-Shaped Box,258688,"['grunge', 'permanent wave', 'rock']"
18793,Nirvana,Marigold,6016,"['grunge', 'permanent wave', 'rock']"
18794,Nirvana,All Apologies,180202,"['grunge', 'permanent wave', 'rock']"
18795,Nirvana,About A Girl,103360,"['grunge', 'permanent wave', 'rock']"
18796,Daigo Hanada,Muku,194000,"['compositional ambient', 'focus', 'japanese piano', 'neo-classical']"
18797,Frédéric Chopin,"Cello Sonata in G Minor, Op. 65: III. Largo",230720,"['classical', 'early romantic era', 'polish classical']"
18798,Gabríel Ólafs,Bambaló,161129,['background piano']
18799,Georg Holm,Fljótavík,248692,[]
18800,Maurice Ravel,"Pavane pour une infante défunte, M. 19",252360,"['classical', 'impressionism', 'neoclassicism', 'post-romantic era']"
18801,Víkingur Ólafsson,…And at the Hour of Death,152933,"['classical piano', 'nordic classical piano']"
18802,Jacob Mühlrad,In Retrospect,127786,['swedish contemporary classical']
18803,Ignaz Friedman,"Orfeo ed Euridice, Act II: Dance of the Blessed Spirits, ""Mélodie"" (arr. I. Friedman for piano)",251733,['historic piano performance']
18804,Ludovico Einaudi,85mm,179123,"['compositional ambient', 'neo-classical']"
18805,Andrew Panes,Remember Fall in Montreal - Reimagined by Lottie Gabriel,233520,[]
18806,Judith Falk,"Sonatine, M. 40 II. Mouvement de Menuet",183500,[]
18807,Johann Sebastian Bach,"Bach: Arioso (Arr. Cortot After Harpsichord Concerto No. 5 in F Minor, BWV 1056)",174383,"['baroque', 'classical', 'early music', 'german baroque']"
18808,Edward Elgar,Adieu,160293,"['british modern classical', 'classical', 'late romantic era', 'victorian britain']"
18809,Sergei Rachmaninoff,"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto",644272,"['classical', 'post-romantic era', 'russian romanticism', 'ukrainian classical']"
18810,Robert Schumann,"Kinderszenen, Op. 15: 1. Von fremden Ländern und Menschen",113240,"['early romantic era', 'german romanticism']"
18811,Joseph Boulogne Chevalier de Saint-Georges,"Violin Concerto in A Major, Op. 7 No. 1: II. Adagio",318693,['classical era']
18812,Max Richter,On the Nature of Daylight (Arr. Mackay),381106,"['compositional ambient', 'post-minimalism']"
18813,Felix Mendelssohn,"Lieder ohne Worte (Songs without Words), Book 2, Op. 30: No. 7 in E-Flat Major, Op. 30, No. 1",282813,"['classical', 'early romantic era', 'german romanticism']"
18814,Johannes Brahms,"Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major",378733,"['classical', 'german romanticism', 'late romantic era']"
18815,Baal HaSulam,Melodies of the Upper Worlds (Arr. M. Ayrapetyan for Piano): XIII. To Proclaim in the Morning About Your Mercy,177226,[]
18816,Gabriel Fauré,"Berceuse, Op. 16",208680,"['classical', 'post-romantic era']"
18817,Johann Pachelbel,Pachelbel: Canon and Gigue for Three Violins and Continuo in D Major: Canon,377226,"['baroque', 'classical', 'german baroque']"
18818,Johannes Brahms,"16 Waltzes, Op. 39: No. 15 In A Flat Major",94333,"['classical', 'german romanticism', 'late romantic era']"
18819,Ola Gjeilo,Homebound,122440,"['21st century classical', 'nordic contemporary classical']"
18820,Giya Kancheli,"33 Miniatures for Piano (Excerpts): No. 22, Grazioso",72813,"['caucasian classical', 'compositional ambient', 'contemporary classical', 'minimalism']"
18821,Louis Spohr,"Symphonie Concertante for Violin, Harp and Orchestra in G Major, WoO 13: II. Adagio",288573,"['classical era', 'early modern classical', 'early romantic era', 'german romanticism']"
18822,Maurice Ravel,Pavane pour une infante défunte,336000,"['classical', 'impressionism', 'neoclassicism', 'post-romantic era']"
18823,Camille Saint-Saëns,"Violin Concerto No. 3 in B Minor, Op. 61: II. Andantino quasi Allegretto",454440,"['classical', 'french romanticism', 'late romantic era']"
18824,Ludwig van Beethoven,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto (Arr. for String Quartet by Paul Cassidy)",403866,"['classical', 'classical era', 'early romantic era', 'german romanticism']"
18825,Wolfgang Amadeus Mozart,"Clarinet Concerto in A Major, K. 622: II. Adagio",564287,"['classical', 'classical era']"
18826,Georges Bizet,"Chants du Rhin, WD 52: Les rêves",224333,"['classical', 'french opera', 'french romanticism', 'late romantic era']"
18827,Erik Satie,Gymnopédie No. 1,205866,"['classical', 'early avant garde', 'early modern classical', 'impressionism', 'post-romantic era']"
18828,Philip Glass,Glassworks: Opening,464453,"['american contemporary classical', 'classical', 'compositional ambient', 'contemporary classical', 'minimalism']"
18829,John Cage,In a Landscape,436295,"['american contemporary classical', 'avant-garde', 'classical', 'compositional ambient', 'contemporary classical', 'experimental']"
18830,Olivia Rodrigo,drivers license,168341,['pop']
18831,Olivia Rodrigo,get him back!,211141,['pop']
18832,Olivia Rodrigo,deja vu,215506,['pop']
18833,Olivia Rodrigo,happier,28096,['pop']
18834,Arctic Monkeys,R U Mine?,6276,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']"
18835,Pixies,Where Is My Mind? - Remastered,234973,"['alternative rock', 'boston rock', 'permanent wave', 'rock']"
18836,blink-182,Adam's Song,249626,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']"
18837,Radiohead,High and Dry,257480,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
18838,Nirvana,Dumb,151893,"['grunge', 'permanent wave', 'rock']"
18839,The Strokes,Last Nite,193373,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']"
18840,Nirvana,Lithium,257053,"['grunge', 'permanent wave', 'rock']"
18841,YoungBoy Never Broke Again,No Smoke,160000,"['baton rouge rap', 'rap']"
18842,Trippie Redd,Taking A Walk,121680,"['melodic rap', 'rap', 'trap']"
18843,Kanye West,Waves,116658,"['chicago rap', 'hip hop', 'rap']"
18844,Kendrick Lamar,FEEL.,214826,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
18845,JAY-Z,Otis,178213,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
18846,Lil Wayne,She Will,106013,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
18847,John Cage,In a Landscape,95605,"['american contemporary classical', 'avant-garde', 'classical', 'compositional ambient', 'contemporary classical', 'experimental']"
18848,Igor Stravinsky,L'Oiseau de feu (1911 Version): X. Khorovod (Ronde) des princesses,282120,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']"
18849,Sergei Rachmaninoff,"14 Romances, Op. 34/14: No. 14, Vocalise (Arr. For Cello & Piano by Alexander Shtrimer)",285184,"['classical', 'post-romantic era', 'russian romanticism', 'ukrainian classical']"
18850,Florence Beatrice Price,Adoration (Arr. for Cello & Orchestra by Julian Riem),199573,"['african-american classical', 'american modern classical', 'american romanticism']"
18851,Alex Baranowski,Reflections,233593,[]
18852,Claude Debussy,"2 Arabesques, L. 66: No. 1 in E Major",273413,"['classical', 'impressionism', 'post-romantic era']"
18853,Joep Beving,Passage,312373,"['compositional ambient', 'neo-classical']"
18854,Felix Mendelssohn,"String Quartet No. 4 in E Minor, Op. 44 No. 2: III. Andante",382333,"['classical', 'early romantic era', 'german romanticism']"
18855,Camille Saint-Saëns,Carnival of the Animals: The Swan,150146,"['classical', 'french romanticism', 'late romantic era']"
18856,Traditional,Scarborough Fair (Arr. Parkin for Cello and Guitar),194533,"['gregorian chant', 'hengelliset laulut', 'puirt-a-beul']"
18857,Yiruma,la fine,191000,"['korean instrumental', 'neo-classical', 'new age piano']"
18858,Fritz Kreisler,"3 Old Viennese Dances: No. 2, Liebesleid (Transcr. for Violin and Orchestra)",220946,"['classical', 'post-romantic era', 'violin']"
18859,Joep Beving,Midwayer,345800,"['compositional ambient', 'neo-classical']"
18860,Toivo Kuula,"6 Piano Pieces, Op. 26: No. 2, Pastoral Atmosphere",224480,['finnish classical']
18861,Johann Sebastian Bach,"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air ""On a G String"" (Arr. for Piano)",328800,"['baroque', 'classical', 'early music', 'german baroque']"
18862,Franz Schubert,Die Nacht (Arr. for Cello and Guitar by Anja Lechner and Pablo Márquez),143266,"['classical', 'classical era', 'early romantic era']"
18863,Silvius Leopold Weiss,Passacaglia,216853,"['baroque', 'german baroque']"
18864,Julie Cooper,VENUS in Sunlight Grey,247813,[]
18865,Giacomo Puccini,Puccini: Crisantemi,421560,"['classical', 'italian opera', 'italian romanticism', 'post-romantic era']"
18866,Ottorino Respighi,"Bach - 3 chorales, P. 167: No. 3. Andante (after J.S. Bach's Wachet auf ruft uns die Stimme, BWV 645)",308440,"['classical', 'early modern classical', 'impressionism', 'italian romanticism', 'neoclassicism', 'post-romantic era']"
18867,Eydís Evensen,Tranquillant,173373,[]
18868,Valentin Silvestrov,"4 Postludes for Piano & String Orchestra: No. 3. Larghetto, con moto (poco rubato)",170346,"['ukrainian classical', 'ukrainian classical piano', 'ukrainian contemporary classical']"
18869,Valentin Silvestrov,4 Postludes for Piano & String Orchestra: No. 1. Larghetto - Andante,336520,"['ukrainian classical', 'ukrainian classical piano', 'ukrainian contemporary classical']"
18870,Eric Whitacre,Sing Gently,224333,"['21st century classical', 'american 21st century classical', 'choral', 'contemporary choir']"
18871,Robert Schumann,"3 Romanzen, Op. 28: No. 2 in F-Sharp Major (Einfach)",230180,"['early romantic era', 'german romanticism']"
18872,William Grant Still,3 Visions: No. 2. Summerland,261533,"['african-american classical', 'american modern classical', 'early modern classical', 'harlem renaissance']"
18873,Claude Debussy,"Suite bergamasque, L. 75: III. Clair de lune",294960,"['classical', 'impressionism', 'post-romantic era']"
18874,George Frideric Handel,"Rinaldo, HWV 7a, Act II, Scene 4: Lascia ch'io pianga - Arr. for French Horn",300000,"['baroque', 'classical', 'early music', 'english baroque', 'german baroque']"
18875,Ludwig van Beethoven,"Violin Concerto in D Major, Op. 61: II. Larghetto",486000,"['classical', 'classical era', 'early romantic era', 'german romanticism']"
18876,Valentin Silvestrov,Naive Music: No. 2. Nocturne,155586,"['ukrainian classical', 'ukrainian classical piano', 'ukrainian contemporary classical']"
18877,Alexandra Streliski,a new romance,190232,['indie quebecois']
18878,Edvard Grieg,"Pièces Lyriques, Op. 47 No. 3: Mélodie",256360,"['classical', 'late romantic era', 'norwegian classical']"
18879,Ennio Morricone,"Gabriel's Oboe (From ""The Mission"")",222400,"['classic soundtrack', 'italian soundtrack', 'orchestral soundtrack', 'vintage italian soundtrack']"
18880,Frederick Delius,"Delius: 2 Pieces for Small Orchestra: No. 1, On Hearing the First Cuckoo in Spring",349760,"['classical', 'early modern classical', 'impressionism', 'post-romantic era']"
18881,Ludovico Einaudi,L'Origine Nascosta,191906,"['compositional ambient', 'neo-classical']"
18882,Sigvaldi Kaldalóns,Ave María (Arr. Víkingur Ólafsson) - Upright Piano,216213,['icelandic classical']
18883,Clara Schumann,"3 Romances, Op. 22: No. 1, Andante molto (Arr. Knoth for Cello and Piano)",190866,"['classical', 'early romantic era', 'german romanticism']"
18884,Edvard Grieg,"Lyric Pieces, Book 5, Op. 54: Nocturne",220773,"['classical', 'late romantic era', 'norwegian classical']"
18885,Anastasia Kobekina,Emerald and Stone,135893,[]
18886,Damjan Krajacic,Le Musicien,211578,['deep latin jazz']
18887,Robert Schumann,"Abendlied, Op. 85 No. 12 (Arr. Grosvenor)",207046,"['early romantic era', 'german romanticism']"
18888,Mikael Ayrapetyan,"Miniatures for Piano ""A Whole in Twelve"": No. 2, The Lady Plays",306373,['caucasian classical piano']
18889,Gabríel Ólafs,Nightsong,193749,['background piano']
18890,Luke Faulkner,Esja,138529,[]
18891,Federico Mompou,Musica callada I Angelico,120480,"['early modern classical', 'impressionism', 'spanish classical']"
18892,Gabriel Fauré,"Après un rêve, Op. 7, No. 1",160226,"['classical', 'post-romantic era']"
18893,Johann Sebastian Bach,"Flute Sonata in E Minor, BWV 1034: III. Andante (Arr. For Piano by Irene Cantos)",249000,"['baroque', 'classical', 'early music', 'german baroque']"
18894,Erik Satie,"Mercure, Scene 1: La nuit",73826,"['classical', 'early avant garde', 'early modern classical', 'impressionism', 'post-romantic era']"
18895,Florence Beatrice Price,String Quartet No. 2 in A Minor: II. Andante cantabile (Arr. Colbert for String Ensemble),426889,"['african-american classical', 'american modern classical', 'american romanticism']"
18896,Yiruma,We Contain Multitudes — piano reworks,264052,"['korean instrumental', 'neo-classical', 'new age piano']"
18897,Johann Sebastian Bach,"Gottes Zeit ist die allerbeste Zeit, Sonatina az ""Actus tragicus""-ból, BWV 106",138880,"['baroque', 'classical', 'early music', 'german baroque']"
18898,Alexis Ffrench,When the Bells Ring,138795,['neo-classical']
18899,Wolfgang Amadeus Mozart,"Piano Sonata No. 12 in F Major, K. 332: II. Adagio",284000,"['classical', 'classical era']"
18900,Jean Baur,"Cello Sonata in B-Flat Major, Op. 2 No. 2 ""La Dupleïx"": II. Adagio amoroso",182480,[]
18901,Traditional,"Limu, limu, lima (Arr. Schindler for Piano)",335360,"['gregorian chant', 'hengelliset laulut', 'puirt-a-beul']"
18902,Manuel de Falla,Siete canciones populares españolas: VI. Nana - for alto and piano,133120,"['classical', 'early modern classical', 'impressionism', 'neoclassicism', 'post-romantic era', 'spanish classical']"
18903,Erland Cooper,Movement 7 - Instrumental,188998,"['compositional ambient', 'neo-classical']"
18904,Léo Delibes,Lakmé: Flower Duet (Arr. for Violin and Strings by Vivan & Ketan Bhatti),154359,"['classical', 'french opera', 'french romanticism', 'late romantic era']"
18905,Tigran Hamasyan,Tsirani Tsar,349386,"['armenian folk', 'contemporary jazz', 'jazz piano', 'modern jazz piano']"
18906,Komitas,"12 Pieces for Children: No. 6, My Darling and Marjan (Variation)",77093,"['armenian folk', 'caucasian classical', 'oriental classical']"
18907,Robert Schumann,"Adagio & Allegro, Op. 70: I. Langsam, mit innigem Ausdruck",250280,"['early romantic era', 'german romanticism']"
