,artistName,trackName,msPlayed,artist_genres
18908,Heitor Villa-Lobos,"Pequena Suíte, W064: V. Melodia",157293,"['brazilian classical', 'classical', 'early modern classical', 'latin classical', 'neoclassicism']"
18909,William Walton,Henry V: Henry V: Touch her soft lips and part,93840,"['british modern classical', 'early modern classical']"
18910,Ludovico Einaudi,The Tree,112082,"['compositional ambient', 'neo-classical']"
18911,YoungBoy Never Broke Again,Trappin',2986,"['baton rouge rap', 'rap']"
18912,YoungBoy Never Broke Again,"Left Hand, Right Hand",162352,"['baton rouge rap', 'rap']"
18913,YoungBoy Never Broke Again,Twilight,115108,"['baton rouge rap', 'rap']"
18914,YoungBoy Never Broke Again,Murda Gang,149056,"['baton rouge rap', 'rap']"
18915,YoungBoy Never Broke Again,No. 9,97898,"['baton rouge rap', 'rap']"
18916,YoungBoy Never Broke Again,Have You Ever,193962,"['baton rouge rap', 'rap']"
18917,YoungBoy Never Broke Again,Wat Chu Gone Do (feat. Peewee Longway),121441,"['baton rouge rap', 'rap']"
18918,YoungBoy Never Broke Again,Wat Chu Gone Do (feat. Peewee Longway),6101,"['baton rouge rap', 'rap']"
18919,YoungBoy Never Broke Again,"Left Hand, Right Hand",150186,"['baton rouge rap', 'rap']"
18920,YoungBoy Never Broke Again,Twilight,180000,"['baton rouge rap', 'rap']"
18921,YoungBoy Never Broke Again,Wat Chu Gone Do (feat. Peewee Longway),194864,"['baton rouge rap', 'rap']"
18922,YoungBoy Never Broke Again,No. 9,40391,"['baton rouge rap', 'rap']"
18923,YoungBoy Never Broke Again,I'm A Demon,0,"['baton rouge rap', 'rap']"
18924,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),121572,"['hip hop', 'rap']"
18925,YoungBoy Never Broke Again,Nevada,83456,"['baton rouge rap', 'rap']"
18926,Migos,Need It (feat. YoungBoy Never Broke Again),98304,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
18927,YoungBoy Never Broke Again,Guitar Hero,12396,"['baton rouge rap', 'rap']"
18928,Juice WRLD,Bandit (with YoungBoy Never Broke Again),189322,"['chicago rap', 'melodic rap', 'rap']"
18929,YoungBoy Never Broke Again,Murder Business,132771,"['baton rouge rap', 'rap']"
18930,The Kid LAROI,CALL ME INSTEAD (feat. Youngboy Never Broke Again & Robert Glasper),33000,['australian hip hop']
18931,MGMT,Kids,246592,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']"
18932,Rick Ross,Hustlin',238698,"['dirty south rap', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap']"
18933,Eminem,Without Me,284629,"['detroit hip hop', 'hip hop', 'rap']"
18934,Eminem,Who Knew,180031,"['detroit hip hop', 'hip hop', 'rap']"
18935,Kanye West,Welcome To Heartbreak,640,"['chicago rap', 'hip hop', 'rap']"
18936,Outkast,Unhappy,157461,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']"
18937,BigXthaPlug,Back On My BS,94426,['southern hip hop']
18938,Grizzly Bear,Two Weeks,172474,"['art pop', 'baroque pop', 'brooklyn indie', 'indie rock', 'neo-synthpop', 'new weird america']"
18939,Migos,Need It (feat. YoungBoy Never Broke Again),74954,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
18940,Lil Uzi Vert,Ps & Qs,217199,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
18941,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),121572,"['hip hop', 'rap']"
18942,Post Malone,Rich & Sad,200521,"['dfw rap', 'melodic rap', 'pop', 'rap']"
18943,Trippie Redd,Matt Hardy 999,188025,"['melodic rap', 'rap', 'trap']"
18944,Drake,You Broke My Heart,128703,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
18945,YoungBoy Never Broke Again,"Left Hand, Right Hand",162352,"['baton rouge rap', 'rap']"
18946,YoungBoy Never Broke Again,Untouchable,4402,"['baton rouge rap', 'rap']"
18947,YoungBoy Never Broke Again,Twilight,180000,"['baton rouge rap', 'rap']"
18948,Nirvana,About A Girl,3506,"['grunge', 'permanent wave', 'rock']"
18949,The Police,Roxanne,153576,"['album rock', 'classic rock', 'permanent wave', 'rock']"
18950,Nirvana,About A Girl,168428,"['grunge', 'permanent wave', 'rock']"
18951,The Cranberries,Zombie,1459,"['irish rock', 'pop rock', 'rock']"
18952,The Cranberries,Zombie,6362,"['irish rock', 'pop rock', 'rock']"
18953,Nirvana,Dumb,89544,"['grunge', 'permanent wave', 'rock']"
18954,Nirvana,Dumb,141618,"['grunge', 'permanent wave', 'rock']"
18955,Nirvana,About A Girl,168428,"['grunge', 'permanent wave', 'rock']"
18956,Radiohead,Creep,233473,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
18957,Nirvana,Smells Like Teen Spirit,301920,"['grunge', 'permanent wave', 'rock']"
18958,Nirvana,Come As You Are,26629,"['grunge', 'permanent wave', 'rock']"
18959,YoungBoy Never Broke Again,Wat Chu Gone Do (feat. Peewee Longway),194864,"['baton rouge rap', 'rap']"
18960,Isaiah Rashad,West Savannah (feat. SZA),167276,"['hip hop', 'rap', 'tennessee hip hop', 'underground hip hop']"
18961,Kodak Black,"If I'm Lyin', I'm Flyin'",126893,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
18962,Radiohead,Karma Police,256696,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
18963,Radiohead,No Surprises,54776,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
18964,Radiohead,Creep,163956,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
18965,Radiohead,High and Dry,190937,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
18966,Lil Wayne,Let The Beat Build,34296,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
18967,YoungBoy Never Broke Again,"Left Hand, Right Hand",138924,"['baton rouge rap', 'rap']"
18968,YoungBoy Never Broke Again,Twilight,180000,"['baton rouge rap', 'rap']"
18969,A$AP Mob,"Way Hii (feat. A$AP Rocky, Wiz Khalifa, BJ The Chicago Kid & Buddy)",89408,"['hip hop', 'rap', 'southern hip hop', 'trap']"
18970,Diplo,Wish (feat. Trippie Redd) - Trippie Mix,176874,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop dance']"
18971,Tep No,Lana Del Dre,160638,"['deep tropical house', 'indie poptimism', 'tropical house']"
18972,Lil Wayne,Mess,7363,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
18973,mgk,Candy (feat. Trippie Redd),156719,"['ohio hip hop', 'pop rap']"
18974,Childish Gambino,Les,204962,"['atl hip hop', 'hip hop', 'rap']"
18975,BigXthaPlug,Back On My BS,59605,['southern hip hop']
18976,Frank Ocean,In My Room,133680,"['lgbtq+ hip hop', 'neo soul']"
18977,Kendrick Lamar,LUST.,109792,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
18978,J. Cole,Neighbors,216520,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
18979,Tame Impala,Eventually,223091,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']"
18980,Gucci Mane,Lemonade,246013,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
18981,A$AP Rocky,Demons,144278,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
18982,Kendrick Lamar,untitled 02 | 06.23.2014.,2112,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
18983,Young Thug,Relationship (feat. Future),8257,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']"
18984,21 Savage,No Heart,235040,"['atl hip hop', 'hip hop', 'rap']"
18985,Young Thug,Relationship (feat. Future),1642,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']"
18986,Outkast,Da Art of Storytellin' (Pt. 1),123925,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']"
18987,Drake,Jimmy Cooks (feat. 21 Savage),120917,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
18988,Drake,Jimmy Cooks (feat. 21 Savage),3520,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
18989,Joey Bada$$,DEVASTATED,853,"['conscious hip hop', 'hip hop', 'rap']"
18990,Kendrick Lamar,Rich Spirit,80512,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
18991,Nirvana,About A Girl,168428,"['grunge', 'permanent wave', 'rock']"
18992,Nirvana,Something In The Way,4895,"['grunge', 'permanent wave', 'rock']"
18993,Weezer,Buddy Holly,51456,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']"
18994,Pearl Jam,Even Flow,292580,"['alternative metal', 'alternative rock', 'classic rock', 'grunge', 'hard rock', 'permanent wave', 'rock']"
18995,The Smashing Pumpkins,Bullet With Butterfly Wings - Remastered 2012,58215,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock', 'spacegrunge']"
18996,Green Day,Brain Stew,193000,"['modern rock', 'permanent wave', 'punk', 'rock']"
18997,David Bowie,Starman - 2012 Remaster,254293,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']"
18998,The Smiths,This Night Has Opened My Eyes - 2011 Remaster,221533,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']"
18999,Nirvana,About A Girl,168428,"['grunge', 'permanent wave', 'rock']"
19000,Red Hot Chili Peppers,Scar Tissue,215906,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']"
19001,blink-182,I Miss You,227240,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']"
19002,Blur,Song 2 - 2012 Remaster,121160,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']"
19003,The Police,Roxanne,191946,"['album rock', 'classic rock', 'permanent wave', 'rock']"
19004,The Smashing Pumpkins,1979 - Remastered 2012,266200,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock', 'spacegrunge']"
19005,Pixies,Where Is My Mind? - Remastered,234973,"['alternative rock', 'boston rock', 'permanent wave', 'rock']"
19006,Radiohead,Creep,238640,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
19007,The Smiths,Back to the Old House - 2011 Remaster,186626,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']"
19008,Nirvana,Come As You Are,218920,"['grunge', 'permanent wave', 'rock']"
19009,blink-182,Adam's Song,249626,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']"
19010,The Strokes,Last Nite,193373,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']"
19011,MGMT,Time to Pretend,261000,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']"
19012,Radiohead,High and Dry,257480,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
19013,The Smiths,This Charming Man - 2011 Remaster,162920,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']"
19014,Basement,Covet,227340,"['alternative emo', 'dreamo', 'emo']"
19015,Red Hot Chili Peppers,Dani California,282160,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']"
19016,Nirvana,Dumb,151893,"['grunge', 'permanent wave', 'rock']"
19017,blink-182,All The Small Things,167066,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']"
19018,Oasis,Wonderwall - Remastered,258773,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']"
19019,The Strokes,Reptilia,219826,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']"
19020,Green Day,Good Riddance (Time of Your Life),153466,"['modern rock', 'permanent wave', 'punk', 'rock']"
19021,Pixies,Here Comes Your Man,201186,"['alternative rock', 'boston rock', 'permanent wave', 'rock']"
19022,Creedence Clearwater Revival,Fortunate Son,140773,"['album rock', 'classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']"
19023,blink-182,What's My Age Again?,148360,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']"
19024,Grizzly Bear,Two Weeks,246213,"['art pop', 'baroque pop', 'brooklyn indie', 'indie rock', 'neo-synthpop', 'new weird america']"
19025,Foo Fighters,Everlong,250546,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']"
19026,Green Day,Basket Case,181533,"['modern rock', 'permanent wave', 'punk', 'rock']"
19027,Sublime,Santeria,182746,"['rap rock', 'reggae fusion', 'ska mexicano', 'ska punk']"
19028,Weezer,Island In The Sun,200306,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']"
19029,Tame Impala,"New Person, Same Old Mistakes",363240,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']"
19030,U2,Sunday Bloody Sunday - Remastered 2008,279440,"['irish rock', 'permanent wave', 'rock']"
19031,David Bowie,Heroes - 2017 Remaster,371413,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']"
19032,The Smiths,Some Girls Are Bigger Than Others - 2011 Remaster,197800,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']"
19033,blink-182,First Date,171533,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']"
19034,Kings of Leon,Sex on Fire,156735,"['modern rock', 'rock']"
19035,The Strokes,Reptilia,7871,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']"
19036,Weezer,Buddy Holly,15200,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']"
19037,Green Day,Brain Stew,193000,"['modern rock', 'permanent wave', 'punk', 'rock']"
19038,Radiohead,Creep,72771,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
19039,Don Toliver,HAD ENOUGH (feat. Quavo & Offset),157133,"['pop rap', 'rap', 'trap']"
19040,Pinegrove,Need 2,92004,"['countrygaze', 'new jersey indie', 'small room']"
19041,Kid Cudi,Day 'N' Nite (nightmare),18739,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']"
19042,Travis Scott,MY EYES,251249,"['hip hop', 'rap', 'slap house']"
19043,Frank Ocean,White Ferrari,81177,"['lgbtq+ hip hop', 'neo soul']"
19044,mgk,Candy (feat. Trippie Redd),156719,"['ohio hip hop', 'pop rap']"
19045,Diplo,Wish (feat. Trippie Redd) - Trippie Mix,23501,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop dance']"
19046,The Smashing Pumpkins,1979 - Remastered 2012,266200,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock', 'spacegrunge']"
19047,Green Day,Brain Stew,193000,"['modern rock', 'permanent wave', 'punk', 'rock']"
19048,blink-182,All The Small Things,167066,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']"
19049,Nirvana,About A Girl,168428,"['grunge', 'permanent wave', 'rock']"
19050,The Smashing Pumpkins,Pennies - Remastered 2012,150080,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock', 'spacegrunge']"
19051,Tom Petty and the Heartbreakers,Mary Jane's Last Dance,273600,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']"
19052,The Smiths,How Soon Is Now? - 2011 Remaster,408173,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']"
19053,Pixies,Where Is My Mind? - Remastered,234973,"['alternative rock', 'boston rock', 'permanent wave', 'rock']"
19054,blink-182,Adam's Song,249626,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']"
19055,Blur,Song 2 - 2012 Remaster,121160,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']"
19056,Radiohead,Creep,238640,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
19057,The Strokes,Last Nite,193373,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']"
19058,The Smashing Pumpkins,Mayonaise - 2011 Remaster,348773,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock', 'spacegrunge']"
19059,Nirvana,Smells Like Teen Spirit,301920,"['grunge', 'permanent wave', 'rock']"
19060,The Smiths,This Charming Man - 2011 Remaster,162920,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']"
19061,David Bowie,Starman - 2012 Remaster,254293,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']"
19062,Radiohead,High and Dry,257480,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
19063,Oasis,Wonderwall - Remastered,258773,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']"
19064,The Smashing Pumpkins,Sweet Sweet - 2011 Remaster,98680,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock', 'spacegrunge']"
19065,Weezer,Island In The Sun,200306,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']"
19066,Beck,Loser,86731,"['alternative rock', 'anti-folk', 'permanent wave', 'rock']"
19067,Don Toliver,HAD ENOUGH (feat. Quavo & Offset),157133,"['pop rap', 'rap', 'trap']"
19068,Kid Cudi,Just What I Am,228026,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']"
19069,Frank Ocean,White Ferrari,248807,"['lgbtq+ hip hop', 'neo soul']"
19070,Kendrick Lamar,LOVE. FEAT. ZACARI.,7353,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
19071,Travis Scott,ASTROTHUNDER,142969,"['hip hop', 'rap', 'slap house']"
19072,Joey Bada$$,DEVASTATED,2321,"['conscious hip hop', 'hip hop', 'rap']"
19073,Kid Cudi,Day 'N' Nite (nightmare),3048,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']"
19074,"Tyler, The Creator",See You Again (feat. Kali Uchis),180386,"['hip hop', 'rap']"
19075,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),221746,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
19076,A$AP Rocky,Jukebox Joints (feat. Joe Fox & Kanye West),323960,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
